ID,COD_SET_ZO,COD_QDR_ZO,COD_LOG_ZO,COD_CNDM_Z,COD_LOTE_Z,SGL_SUBP_E,SGL_DSTR_E,COD_TSTD_Z,IND_VRFC_E,IND_EXCL_I,SGL_ZONA_0,COD_PRMR_0,SGL_LNDR_0,COD_TIP_LE,COD_LEGC_0,ANO_LEGC_0,IND_ADCA_C,SGL_ZONA_1,COD_PRMR_1,SGL_LNDR_1,COD_TIP__1,COD_LEGC_1,ANO_LEGC_1,SGL_ZONA_2,COD_PRMR_2,SGL_LNDR_2,COD_TIP__2,COD_LEGC_2,ANO_LEGC_2,SGL_ZONA_3,COD_PRMR_3,SGL_LNDR_3,COD_TIP__3,COD_LEGC_3,ANO_LEGC_3,SGL_ZONA_4,COD_PRMR_4,SGL_LNDR_4,COD_TIP__4,COD_LEGC_4,ANO_LEGC_4,SGL_ZONA_5,COD_PRMR_5,SGL_LNDR_5,COD_TIP__5,COD_LEGC_5,ANO_LEGC_5,COD_AREA_C,COD_AREA_L,COD_END_LO,COD_NUM_PO,COD_SIT,VALOR_MET_,VALOR_ME_1,NUM_PAV,SGL_ZON_UR,ANO_CONST,IND_EXCL_O,TXT_OBS_01,NOME_CID_E,NOME_EST_E,REG_LIM_AD,COD_QUAD,COD_ANO
"121181637467000025","121","181","637467","00","0025",AD,PDR,"1",S,S,ZEUPA,"0","0",,"0","0",S,QA,"12","0",,"0","0",MA,"5",,L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",52.00,125.00,RUA BRIGADEIRO ELOI PESSOA,"110",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"121181637467000026","121","181","637467","00","0026",AD,PDR,"1",S,S,ZEUPA,"0","0",,"0","0",S,QA,"12","0",,"0","0",MA,"5",,L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",42.00,125.00,RUA BRIGADEIRO ELOI PESSOA,"100",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"121236020648000032","121","236","020648","00","0032",SA,CGR,"1",S,S,ZM,"0","0",,"0","0",S,QA,"4","0",,"0","0",MA,"13",,L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",115.00,84.00,RUA ARAPES,"125",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"121236020648000033","121","236","020648","00","0033",SA,CGR,"1",S,S,ZM,"0","0",,"0","0",S,QA,"4","0",,"0","0",MA,"13",,L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",113.00,83.00,RUA ARAPES,"127",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"121236020648000034","121","236","020648","00","0034",SA,CGR,"1",S,S,ZM,"0","0",,"0","0",S,QA,"4","0",,"0","0",MA,"13",,L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",115.00,84.00,RUA ARAPES,"131",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"165267648620000112","165","267","648620","00","0112",MB,JDS,"1",S,S,ZM,"0","0",,"0","0",S,QA,"9","0",,"0","0",MA,"3",,L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",70.00,86.00,RUA ARMANDO DUPRAT,"30",D,0.00,0.00,,,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"165267648620000113","165","267","648620","00","0113",MB,JDS,"1",S,S,ZM,"0","0",,"0","0",S,QA,"9","0",,"0","0",MA,"3",,L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",69.00,75.00,RUA ARMANDO DUPRAT,"28",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"165267648620000114","165","267","648620","00","0114",MB,JDS,"1",S,S,ZM,"0","0",,"0","0",S,QA,"9","0",,"0","0",MA,"3",,L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",70.00,71.00,RUA ARMANDO DUPRAT,"26",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"165423328499000040","165","423","328499","00","0040",MB,JDA,"1",S,S,ZEIS-1,"0","0",,"0","0",S,QA,"10","0",,"0","0",MA,"4",,L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",200.00,143.00,RUA HAFIZ ABI CHEDID,"802",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"165423328499000041","165","423","328499","00","0041",MB,JDA,"1",S,S,ZEIS-1,"0","0",,"0","0",S,QA,"10","0",,"0","0",MA,"4",,L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",200.00,143.00,RUA HAFIZ CHEDID,"803",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"182099741604000044","182","099","741604","00","0044",CL,CRE,"1",S,S,ZEIS-1,"0","0",,"0","0",S,QA,"10","0",,"0","0",MA,"4",,L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",135.00,138.00,RUA JOAO ROBALO,"892",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"182099741604000045","182","099","741604","00","0045",CL,CRE,"1",S,S,ZEIS-1,"0","0",,"0","0",S,QA,"10","0",,"0","0",MA,"4",,L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",135.00,138.00,RUA JOAO RABALO,"886",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"086224038822000033","086","224","038822","00","0033",SA,CBE,"1",S,S,ZER 1,"0","0",,"0","0",S,QA,"4","0",,"0","0",MA,"1",,L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",0.00,400.00,RUA SONIA RIBEIRO,,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"163032024830000123","163","032","024830","00","0123",SO,CDU,"3",S,S,ZEUA,"0","0",,"0","0",S,QA,"12","0",,"0","0",MA,"5",,L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",5357.00,5387.00,AV ATLANTICA,"6618",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"086224038822000032","086","224","038822","00","0032",SA,CBE,"1",S,S,ZER 1,"0","0",,"0","0",S,QA,"4","0",,"0","0",MA,"1",,L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",0.00,400.00,RUA SONIA RIBEIRO,,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"038075085120010000","038","075","085120","01","0000",VM,VMN,E,S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,4355.00,RUA PAULA NEY 693,"693",R,0.00,0.00,"0",U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"048128124990020000","048","128","124990","02","0000",IP,CUR,"3",S,S,ZM,"0","0",,"0","0",S,QA,"6","0",,"0","0",MA,"2",,L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",2596.00,801.00,RUA CHEBL MASSUD,"190",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"085665073393010000","085","665","073393","01","0000",SA,SAM,"3",S,S,ZM,"0","0",,"0","0",S,QA,"4","0",,"0","0",MA,"12",,L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",25558.00,3097.00,RUA HENRI DUNANT,"873",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"038071126799020000","038","071","126799","02","0000",VM,VMN,"1",S,S,ZEU,"0","0",,"0","0",S,QA,"4","0",,"0","0",MA,"1",,L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",5568.00,1249.00,RUA MANUEL DE PAIVA,"76",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"047088056324030000","047","088","056324","03","0000",VM,SAU,"1",S,S,ZM,"0","0",,"0","0",S,QA,"4","0",,"0","0",MA,"1",,L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",743.00,320.00,RUA AUGUSTE CLESINGER,"224",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"086261124532080000","086","261","124532","08","0000",SA,CBE,"2",S,S,ZEUP,"0","0",,"0","0",S,QA,"4","0",,"0","0",MA,"1",,L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",15408.00,3864.00,RUA PASCAL,"1907",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"301026016543010000","301","026","016543","01","0000",CL,VAN,"1",S,S,ZER 1,"0","0",,"0","0",S,QA,"5","0",,"0","0",MA,"0",,L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",3321.00,2592.00,RUA ANTONIO DE ANDRADE RABELO,"211",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"169290059145010000","169","290","059145","01","0000",CL,CAM,"2",S,S,ZEIS-2,"0","0",,"0","0",S,QA,"9","0",,"0","0",MA,"3",,L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",15655.00,6011.00,RUA DIOGO MARTINS,"577",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"038075085120010000","038","075","085120","01","0000",VM,VMN,E,S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,4355.00,RUA PAULA NEY 693,"693",R,0.00,0.00,"0",U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"049277034096000089","049","277","034096","00","0089",IP,CUR,"1",S,S,ZC,"0","0",,"0","0",S,QA,"6","0",,"0","0",MA,"2",,L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",125.00,100.00,RUA BOA VIZINHANCA,"213",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"049277034096000089","049","277","034096","00","0089",IP,CUR,"1",S,S,ZC,"0","0",,"0","0",S,QA,"6","0",,"0","0",MA,"2",,L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",125.00,100.00,RUA BOA VIZINHANCA,"213",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"036117058696000645","036","117","058696","00","0645",VM,MOE,"1",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",833.00,730.00,RUA DINA 125,"125",R,0.00,0.00,"0",U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"038075085120010000","038","075","085120","01","0000",VM,VMN,E,S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,4355.00,RUA PAULA NEY 693,"693",R,0.00,0.00,"0",U,,,,SAO PAULO,SAO PAULO,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2020"
"009007168491030000","009","007","168491","03","0000",SE,BVI,"1",S,S,ZEIS-3,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,389.00,RUA CONS RAMALHO 533,"533",R,0.00,0.00,"0",U,,,,SAO PAULO,SAO PAULO,CENTRO,PRIMEIRO QUADRIMESTRE,"2020"
"009007132713080000","009","007","132713","08","0000",SE,BVI,"1",S,S,ZEIS-3,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,329.00,RUA MARIA JOSE 90,"90",R,0.00,0.00,"0",U,,,,SAO PAULO,SAO PAULO,CENTRO,PRIMEIRO QUADRIMESTRE,"2020"
"033018118184100000","033","018","118184","10","0000",SE,LIB,"1",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1844.00,AVENIDA DA LIBERDADE 823,"823",R,0.00,0.00,"0",U,,,,SAO PAULO,SAO PAULO,CENTRO,PRIMEIRO QUADRIMESTRE,"2020"
"033032076643000437","033","032","076643","00","0437",SE,LIB,"1",S,S,ZM,"0","0",,"0","0",S,QA,"4","0",,"0","0",MA,"1",,L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",880.00,638.00,RUA CONS FURTADO,"1331",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,CENTRO,PRIMEIRO QUADRIMESTRE,"2020"
